discoverymethod,disc_year,pl_rade,pl_masse,pl_orbper,pl_dens,pl_orbeccen
Transit,2014,1.39,,12.90475463,,0.0
Transit,2023,1.77499998,,17.15699959,,
Transit,2013,,3.8,17.848508,0.64,
Transit,2014,1.756,,,,
Transit,2016,,,34.3511339,,
Transit,2023,3.76,,1.735136026,,0.0
Transit,2014,,,20.48624659,,
Transit,2016,2.26,,81.73780699,,
Transit,2016,,,3.7490924547,,
Transit,2016,2.86,,29.83832,,
Transit,2016,2.62,,10.29672521,,0.0
Transit,2014,3.39,,83.4886218,,0.0
Transit,2014,1.5,,35.3330866,,0.0
Transit,2016,1.54,,0.577369579,,
Transit,2016,,,5.08004339,,
Transit,2023,1.68,,3.076452083,,0.0
Transit,2023,1.66,,3.59645081,,0.0
Transit,2011,3.66,,31.78476785,,0.0
Transit,2016,3.76,,7.8344508,,0.0
Transit,2012,4.7,,26.44435456,,0.0
Transit,2017,1.13,1.86,3.648103,7.142,
Transit,2024,1.67761121,9.0,4.841968,11.0,0.0
Transit,2014,2.1,,24.57081569,,0.0
Transit,2021,,,5.186737262,,
Transit,2016,1.75,,14.70748976,,0.0
Transit,2016,1.36,,7.12815163,,0.0
Transit,2009,13.78707,154.14755,3.36100208,0.325,0.054
Transit,2019,,,3.07172156,,
Transit,2016,2.035,,20.2641684,,
Transit,2014,,,67.8321638,,
Transit,2021,1.41,,6.33127,,0.0
Transit,2011,19.660586,137.30256,4.4379629,0.11,
Transit,2014,1.17,,14.6134251,,
Imaging,2018,14.5717,2542.64,43500.0,,
Transit,2014,,,32.1340014,,
Transit,2010,,,2.77596748,,0.036
Transit,2015,,,6.18937218,,
Transit,2016,,,16.570987792,,
Transit,2018,2.79,,7.80905,,
Transit,2016,2.03,,40.9903986,,
Transit,2014,,,14.38345309,,
Transit,2014,12.89035,155.7367,7.8914483,0.42,0.55
Transit,2016,,,7.96431492,,
Transit,2016,0.65,,2.89223021,,
Transit,2016,,,0.675650404,,
Transit,2016,,,20.3504704,,
Transit,2016,4.08,,14.55731705,,
Transit,2021,1.81,,1.60932168,,0.0
Transit,2016,2.91,,14.13176026,,0.0
Transit,2014,2.277,,,,
Transit,2016,,,32.5635249,,
Radial Velocity,2003,,,51.6385,,0.638
Transit,2015,3.71,16.8,9.095,1.8,0.006
Transit,2016,14.68379,152.5584,8.4061,,
Microlensing,2022,,200.23189641,,,
Transit,2014,1.54,,67.9687026,,0.0
Transit,2014,1.98,,8.014927,,
Transit,2016,4.617,,,,
Transit,2016,1.49,,5.65179605,,0.0
Transit,2016,1.61,,3.00725242,,0.0
Transit,2014,2.85,,81.0634942,,
Transit,2014,2.79,,13.1932092,,0.0
Transit,2016,9.94,,,,
Transit,2014,,,10.94577783,,
Transit,2014,2.9,,10.222084,,0.0
Transit,2014,1.64,,87.517905,,
Transit,2014,2.9,,27.50868,,0.0
Transit,2014,13.45,152.55,3.4252602,0.37,0.0
Radial Velocity,2000,,,118.96,,0.29
Radial Velocity,2000,,,119.6,,0.35
Transit,2014,2.95,,27.50867519,,
Transit,2014,1.03,,8.45746707,,
Transit,2016,,,39.64315092,,
Transit,2014,,,87.51756205,,
Transit,2008,13.34,228.83,9.20205,0.525,0.0
Radial Velocity,2000,,,119.29,,0.32
Transit,2014,3.002,,,,
Transit,2017,14.5717,155.7367,,,0.36
Transit,2014,,,8.4573432106,,
Transit,2008,13.33871,223.43449,9.20205,0.517,0.14
Transit,2014,,,87.5173179822,,
Transit,2017,12.206601,157.32585,9.1708,,0.29
Transit,2014,2.81,,27.508682,,0.0
Transit,2014,1.09,,87.5187,,0.0
Transit,2016,10.52,,39.64317811,,0.0
Transit,2014,1.03,,8.45746707,,0.0
Transit,2014,1.02,,8.45744892,,0.0
Transit,2014,1.03,,8.45746707,,0.0
Transit,2014,1.37,,87.5174361,,0.0
Transit,2016,10.52,,39.64317811,,0.0
Transit,2014,2.85,,27.50867519,,0.0
Transit,2014,1.37,,87.5174361,,0.0
Transit,2014,,,87.5177787,,
Transit,2022,1.72,,4.040301,,0.126
Transit,2007,,,1.846835146,,
Transit,2014,2.871,,23.85163032,,
Radial Velocity,2001,,,431.88,,0.52
Transit,2014,2.41,,6.252964898,,0.0
Transit,2016,,,12.9249330508,,
Transit,2007,,,2.89973815,,
Transit,2014,3.01,,81.0637895,,0.0
Transit,2014,1.23,,0.6693356,,0.0
Transit,2015,2.16,,1.565412847,,
Transit,2016,1.6,,5.082709,,0.0
Microlensing,2024,,256.0,,,
Transit,2014,1.397,,3.763042361,,
Transit,2014,2.56,,88.2553544,,0.0
Transit,2023,2.95,,5.644915227,,0.0
Transit,2016,2.09,,56.4349938,,0.0
Transit,2016,2.01,,106.247882,,0.0
Transit,2020,11.09691,486.2799,10.33111,,0.153
Transit,2014,12.89,136.66,7.8914483,0.38,
Transit,2016,,,1.68279426,,
Transit,2013,,,54.4205407,,
Transit,2016,2.15,,8.40691199,,0.0
Radial Velocity,2018,,,2613.0,,0.563
Transit,2016,5.286,,,,
Transit,2016,4.87,,3.584101216,,0.0
Radial Velocity,2006,,,597.0643,,0.95
Radial Velocity,2017,,,48.1345,,0.12
Transit,2018,3.51,,58.0192007,,0.0
Transit,2016,2.03,,24.7543966,,0.0
Transit,2016,2.35,,14.03491514,,0.0
Transit,2014,2.1,7.0,92.874,3.3,
Transit,2014,1.72,,14.17220432,,0.0
Transit,2016,1.07,,5.30880656,,0.0
Transit,2017,2.23,,9.5521,,
Transit,2012,2.511,4.4,11.9,1.505217,0.002
Transit,2016,,,77.2550726,,
Transit,2014,1.57,,13.13745719,,0.0
Transit,2021,1.57811359,,27.2672015846,,
Imaging,2008,16.8,6356.0,,,
Transit,2009,10.637341,67.06213,3.2130579,0.328,0.0
Transit,2014,2.56,,11.34933733,,0.0
Transit,2021,3.17,,10.27531708,,0.0
Transit,2016,,,11.25383712,,
Microlensing,2009,,74.0,,,
Transit,2014,2.8,,25.56294,,0.0
Transit,2014,2.306,,,,
Transit,2014,2.618,,30.0904877,,
Transit,2016,2.166,,5.945041017,,
Transit,2014,1.56,,11.18714042,,0.0
Transit,2016,1.21,,10.9294815,,0.0
Transit,2016,,,34.2687317259,,
Transit,2014,3.59,,31.71987,,0.0
Radial Velocity,2023,,,2164.0,,0.39
Transit,2015,19.50366,448.1403,2.4653,,0.0
Transit,2016,1.196,,2.685057492,,
Transit,2021,2.42,,30.8278245,,0.0
Transit,2016,,,82.3096253172,,
Transit,2012,23.43,286.03,3.6623866,0.13,0.0
Microlensing,2022,,1020.22918647,,,
Transit,2016,,,8.79638238,,
Transit,2013,10.89,,331.5972732,,0.0
Transit,2014,1.84,,8.00505342,,
Transit,2016,1.8,,17.35848,,0.0
Transit,2016,,,125.62837909,,
Transit,2016,,,39.3094105714,,
Transit,2020,5.253,,284.060953,,
Transit,2010,14.45961,1332.66119,2.77596,,0.036
Transit,2016,2.49,,44.9306706,,0.0
Transit,2016,2.018,,12.98495573,,
Transit,2014,,,49.18394185,,
Transit,2012,5.34,13.9,51.54,0.494,0.007
Transit,2016,0.79,,14.4541302,,0.0
Transit,2014,,,46.82766965,,
Microlensing,2022,,273.33243002,,,
Microlensing,2022,,37.1,,,
Transit,2021,1.61,,35.8657306,,0.0
Transit,2018,,,19.5661401,,
Radial Velocity,2021,,,41.763,,0.086
Transit,2016,1.641,,0.921032135,,
Transit,2014,2.11,,7.1864526,,0.0
Transit,2021,1.59,,14.86398,,0.0
Radial Velocity,2009,,,3.14867,,0.0
Transit,2016,,,9.07098194,,
Transit,2018,1.43839723,,6.66767,,
Transit,2011,13.204,371.528,2.797436,0.89,0.058
Transit,2010,,,2.7759677,,
Radial Velocity,2007,,,21.2164414,,
Transit,2016,,,24.40020529,,
Transit,2016,1.2,,4.417696479,,0.0
Transit,2013,2.3,28.5,34.921,,
Transit,2018,2.32120418,,14.133427,,
Transit,2014,2.58,,5.317435416,,0.0
Transit,2016,1.06,,,,
Transit,2014,1.19,,13.930698,,
Transit,2014,1.63,,9.034195469,,0.0
Transit,2014,1.57,,9.17613539,,0.0
Radial Velocity,2023,,,393.1,,0.0
Transit,2014,12.92999416,,7.89142712368,,
Transit,2021,0.8,,5.8966109,,0.0
Transit,2014,1.29,,6.04045,,
Transit,2016,2.28,,24.99324193,,0.0
Microlensing,2022,,22.23,,,
Transit,2021,2.8,,7.165187,,0.0
Transit,2014,,,36.06586088,,
Transit,2016,,,2.7325375,,
Transit,2016,8.184,,220.1303357,,
Transit,2016,1.19,,0.974868926,,0.0
Transit,2023,2.09,,44.9851885,,0.0
Transit,2018,,,4.5776375,,
Transit,2016,3.05,,85.7350285,,
Transit,2014,1.549,,4.337224039,,
Transit,2014,1.622,,,,
Transit,2013,,,88.5127,,
Radial Velocity,2024,,,9.79692,,0.11
Transit Timing Variations,2014,1.9,,8.70778,,0.0
Transit,2021,1.02,,3.82222231,,0.0
Transit,2024,9.6722,,2.2054776,,
Transit,2014,1.75,,68.1613598,,0.0
Transit,2014,,,157.06472571,,
Microlensing,2008,,540.3082919,,,
Transit,2016,1.07,,6.47027579,,
Transit,2014,,,30.1837021,,
Transit,2019,1.87,,28.1656,,
Transit,2023,12.27383387,55.61997123,6.607662,0.165,0.0
Transit,2016,1.64,,2.936584681,,0.0
Transit,2012,8.98,4.43,85.3139,0.034,0.01
Transit,2016,,,0.636424848,,
Transit,2010,13.977623,190.06234,3.7648327,0.382,
Transit,2021,2.38685349,,57.29290009,,
Transit,2016,1.77,,14.87712,,0.0
Radial Velocity,2004,,669.34662514,2606.0,,0.04
Transit,2013,3.51,64.3,13.749,,
Transit,2007,,,2.8997379,,
Transit,2019,10.1,177.98390792,34.525528,,0.0046
Transit,2013,,69.0,23.653694,0.54,
Transit,2018,2.5,,8.357441,,
Radial Velocity,2022,,,101.12,,0.031
Transit,2014,1.66,,10.495702,,0.0
Transit,2016,,,3.749105745,,
Transit,2016,3.96,,3.709870645,,0.0
Transit,2014,,,8.00504749,,
Transit,2022,0.51,99.2,0.412,,0.0
Transit,2010,9.718,2302.899,2.875317,13.78,0.015
Transit,2016,1.47,,12.00089667,,0.0
Transit,2016,1.08,,15.0330105,,0.0
Transit,2016,,,23.477294117,,
Transit,2008,15.277867,344.20989,4.9546416,0.53,0.049
Transit,2014,1.7,,8.77514,,0.0
Transit,2017,,,7.38795716,,
Transit,2021,3.2,,6.230227,,0.0
Radial Velocity,1996,,,116.69335,,0.3989
Transit,2016,1.5,,3.81371974,,0.0
Transit,2012,,,2.1751847,,
Radial Velocity,2022,,,2.38129,,0.239
Transit,2012,1.52,,8.13123,,
Transit,2014,2.13,,28.7798,,
Transit,2016,,,2.617028373,,
Transit,2016,2.777,,,,
Imaging,2024,,3813.940884,,,
Transit,2024,1.84555,,39.361947,,
Transit,2024,11.25381662,415.40172795,94.1022,1.6,0.364
Transit,2014,0.992,,13.39152873,,
Microlensing,2022,,22.24798849,,,
Transit,2016,,,3.3149455,,
Transit,2023,,,33.02645384,,
Microlensing,2022,,79.45710175,,,
Transit,2016,,,36.5157639,,
Transit,2013,1.74,,242.46712,,0.0
Transit,2010,15.704,,3.522498573,,
Transit,2012,,,3.4464553,,
Transit,2013,3.28,,5.41220713,,0.0
Transit,2009,,,,,
Transit,2016,3.03,,8.689307296,,0.0
Transit,2016,1.06,,186.404271,,0.0
Transit,2016,1.7,,13.15141081,,0.0
Transit,2017,23.370765,108.0622,4.8101025,0.052,0.0
Transit,2014,,,13.54057461,,
Transit,2014,13.361,189.101,2.6843285,0.459,0.019
Radial Velocity,2018,,,7600.0,,0.27
Transit,2016,2.42,,134.2527298,,0.0
Transit,2014,2.55,,5.902246921,,0.0
Transit,2021,2.05,4.55,2.541,2.9,0.093
Transit,2015,1.25,,8.15275,,0.0
Transit,2014,1.42,,7.51854537,,0.0
Transit,2014,1.597,10.0,4.901452,13.5,0.08
Transit,2016,1.99,,4.30655689,,0.0
Transit,2014,1.48,6.15,4.60358,10.9,
Transit,2014,3.8,,30.13254,,0.0
Transit,2016,1.764,,13.61159129,,
Transit,2023,1.31,,5.25448795,,0.0
Transit,2018,2.6,,13.85,,
Transit,2013,5.57,,9.434151089,,0.0
Transit,2017,2.53,,7.727283,,
Transit,2016,,,21.3588236,,
Transit,2024,11.09689089,70.55790635,4.631296,0.28,0.055
Transit,2014,2.29,,12.81588378,,
Transit,2011,14.77,,21.08719422,,0.0
Transit,2013,,8.4,22.80303,17.6,
Transit,2016,1.37,,1.045622658,,0.0
Transit,2016,2.34,,,,
Transit,2016,1.58,,11.47685263,,0.0
Transit,2016,1.35,,1.093663559,,0.0
Transit,2016,2.16,,21.3845,,0.0
Transit,2021,,,27.2106807,,
Transit,2014,2.5,,46.9025112,,0.0
Transit,2014,4.06,,13.19722,,
Transit,2014,,,4.0872977,,
Radial Velocity,2021,,,2.37756,,0.24
Transit,2016,2.01,,12.49341307,,0.0
Transit,2016,3.28,,6.996926554,,0.0
Transit,2016,2.78,,4.919583795,,
Transit,2016,5.83,,7.5844241,,0.0
Transit,2016,1.9,,16.22391,,0.0
Transit,2016,,,10.417367726,,
Transit,2016,,,3.70986822,,
Transit,2014,1.68,,4.97761996,,
Transit,2021,,,85.6542476,,
Transit,2014,7.31,,160.0172,,0.0
Transit,2014,2.26,,2.453236139,,0.0
Transit,2014,2.54,,48.63038976,,0.0
Transit,2016,1.7,,11.55532445,,0.0
Transit,2014,10.1,,10.2909988,,0.0
Transit,2014,,,4.14810719,,
Transit,2016,2.45,,19.9399,,0.0
Transit,2021,21.01683881,731.0053361,1.902603,,0.01
Transit,2016,1.53,,0.9384704,,0.0
Transit,2014,,,7.95825328,,
Transit,2014,,,18.6435393476,,
Transit,2016,,,1.1044628712,,
Transit,2014,1.54,,2.576569689,,0.0
Transit,2016,1.97,,2.539183179,,0.0
Radial Velocity,2007,,,1405.0,,0.3
Transit,2021,,,29.9686205,,
Transit,2023,13.2996429,,3.24620800895,,
Transit,2016,1.55,,0.567856484,,0.0
Transit,2016,,,41.43958662,,
Transit,2016,8.52,,125.63064,,0.0
Transit,2020,3.0,,40.71652,,0.0
Transit,2014,2.05,,11.5789,,
Transit,2018,1.8,,6.342,,
Transit,2016,2.69,,12.39358604,,0.0
Transit,2016,,,9.9147,,
Transit,2018,1.9,,13.606629,,
Transit,2021,,,4.5371453,,0.032
Transit,2016,,,5.62154483,,
Radial Velocity,2002,,1232.493,4825.0,,0.019
Transit,2014,3.414,6.3,81.063633,,
Radial Velocity,2020,,,35.466,,0.19
Transit,2016,,,20.1603454,,
Transit,2020,3.64,41.8,0.765548,5.6,0.0
Transit,2012,,,3.05240175,,
Transit,2013,2.39,,26.72320599,,
Transit,2016,2.08,,52.6298417,,0.0
Transit,2014,,,39.45718702,,
Transit,2014,1.88,,4.603578042,,0.0
Transit,2016,,,3.53232429,,
Radial Velocity,2002,,,6.404,,0.107
Transit,2016,2.532,,20.310501,,
Transit,2014,3.88,,72.379334,,
Transit,2014,,,2.79590004,,
Transit,2019,13.1,,3.849371501,,0.0
Transit,2016,1.42,,4.69500134,,
Transit,2014,1.137,,6.19543693,,
Transit,2010,15.31,,3.522498573,,
Transit,2009,,,3.5484658875,,
Transit,2015,6.29,,,,
Transit,2016,,,49.6220669,,
Transit,2025,15.24421375,314.96795134,1.332813,0.49,0.0
Transit,2014,1.63,,10.10575303,,0.0
Radial Velocity,2022,,2988.54051102,19240.75467,,0.155
Transit,2013,2.81,,50.4473156,,
Transit,2016,0.677,,,,
Transit,2014,2.46,,18.99,,
Transit,2010,3.588,,118.378379,,
Transit,2016,1.25,,4.48758907,,
Transit,2008,,,4.8878049,,
Transit,2014,2.34,23.6,30.864,,
Transit,2016,3.93,,99.747622,,0.0
Transit,2015,4.1,,31.8099,,
Transit,2016,,,23.67513153,,
Transit,2013,2.46,61.0,24.806,,
Transit,2016,2.161,,,,
Transit,2008,19.223435,390.9309,1.5089682,0.302,0.036
Transit,2014,5.94,,20.172023866,,
Transit,2016,1.19,,0.813166719,,
Transit,2021,2.95,,23.3594822,,0.0
Transit,2014,,,7.4109195411,,
Transit,2014,3.22,,7.972510087,,0.0
Transit,2016,1.86,,0.689967832,,0.0
Transit,2011,,,21.08718888,,
Radial Velocity,2008,,,3380.0,,0.295
Transit,2013,1.36,,8.71989,,0.0
Transit,2016,2.84,,3.722156413,,
Transit,2016,,,6.51004048,,
Transit,2014,,,7.01062916,,
Transit,2016,1.97,,138.9442,,0.0
Transit,2014,9.113,82.632,3.8681382,0.291,0.0
Transit,2020,2.55,,7.053936122,,0.0
Transit,2016,2.25,,198.680179,,
Transit,2023,4.73219,,4.6747218,,
Transit,2016,0.78,,2.414351654,,0.0
Transit,2016,,,1.51852186,,
Transit,2014,1.47,,25.6595,,0.0
Transit,2016,3.182,,23.58447697,,
Transit,2015,6.06,,7.794301316,,0.0
Transit,2021,1.439,,5.42587228,,
Transit,2014,3.21,,10.04377084,,
Transit,2014,,,3.4252565,,
Transit,2014,,,3.4252577,,
Transit,2018,,,6.7183678,,
Transit,2008,13.43739593,,9.20164964154,,
Transit,2014,14.37529211,,3.42525631341,,
Transit,2025,2.56778,,2.2281625,,
Transit,2017,9.02881,,9.1720535,,
Transit,2014,,,3.4252563,,
Transit,2024,3.83240115,,,,
Transit,2017,,,9.172616,,0.29
Transit,2014,2.877,,27.50867519,,0.0
Imaging,2017,,8867.4125553,10001.0,,0.35
Transit,2024,12.18416202,1379.37528638,16.24921,4.22,0.6058
Transit,2024,,,,,
Transit,2014,2.877,,27.50867519,,
Transit,2014,1.04,,8.45746707,,
Transit,2014,1.379,,87.5174361,,
Radial Velocity,2025,,,4.579,,0.0
Radial Velocity,2025,,,8.665,,0.0
Transit,2016,10.8,,39.64372,,0.231
Transit Timing Variations,2025,,9.7,207.541,,0.436
Transit,2014,14.00337959,,3.4252565,,
Transit,2016,2.48,,9.98970266,,0.0
Transit,2012,,,3.85589659,,
Radial Velocity,2017,,,4.6568,,0.02
Transit,2014,1.265,,10.10463505,,
Transit,2016,2.04,,6.1469956,,0.0
Transit,2022,4.602,,22.549406,,
Transit,2016,1.725,8.21,0.571292,8.77,0.0
Radial Velocity,2015,1.61,16.17,46.859,,0.138
Microlensing,2018,,18.0,,,
Transit,2009,11.948794,266.9772,95.272656,0.86,0.133
Transit,2011,,,13.17555999,,
Transit,2022,2.05,,16.0343,,
Transit,2016,2.75,,14.08827448,,0.0
Transit,2016,1.1,,0.9348918,,0.0
Transit,2016,,,20.50586602,,
Transit,2016,3.77,,84.6879808,,
Transit,2013,,,88.5122014,,
Transit,2016,1.22,,6.2171292,,0.0
Transit,2014,1.5,,12.5094525,,
Transit,2016,1.24,,6.69958851,,0.0
Transit,2011,5.3,1493.7,42.6318,,
Microlensing,2019,,,,,
Transit,2021,5.26,,56.3592236,,0.0
Transit,2023,3.2732,,5.38305,,
Transit,2014,12.3299,269.51984,2.96264,0.79,0.07
Transit,2016,3.19,,2.770522,,
Transit,2018,2.39,,13.683256,,
Transit,2016,1.7,,259.33683,,0.0
Transit,2016,1.85,,2.970414375,,0.0
Transit,2016,1.1,,6.480178,,0.0
Transit,2014,1.2,,45.3485277,,0.0
Transit,2021,1.23923346,,27.21080017,,
Transit,2006,13.67498,380.76034,,,
Transit,2016,2.163,,,,
Transit,2016,10.45,,15.37563332,,0.0
Transit,2013,11.24,,282.5254856,,0.0
Radial Velocity,2017,,,532.58,,0.342
Transit,2011,,,7.641567589,,
Transit,2016,1.73,,10.13202575,,0.0
Transit,2014,1.19,,2.240486391,,0.0
Transit,2014,,,16.23946261,,
Imaging,2013,,1271.3,,,
Transit,2016,2.0,,22.70801,,0.0
Transit,2016,0.84,,15.0217983,,0.0
Transit,2014,,,9.8469645381,,
Transit,2016,2.166,,,,
Transit,2014,2.38,,16.09231474,,0.0
Transit,2014,2.4,,16.85808,,0.0
Transit,2020,,,56.41468367,,
Transit,2016,0.73,,31.80634,,0.0
Transit,2014,2.18,,3.546531809,,0.0
Radial Velocity,2022,,8445.3364308,20324.58153,,0.565
Transit,2018,0.9,,6.92251,,
Transit,2008,12.430781,332.45018,4.18775581,0.95,0.021
Transit,2014,,,25.74634493,,
Transit,2023,3.41,9.1,13.6308205,,
Transit,2014,,,6.56226483,,
Transit,2014,,,14.1723216921,,
Transit,2021,,,135.18805549,,
Transit,2016,1.28,,6.93366476,,0.0
Transit,2021,3.08,,16.84183355,,0.0
Transit,2014,,,10.49566303,,
Transit,2014,3.81,,29.7272142,,0.0
Transit,2017,12.66617,123.9537,3.8297015,0.33,0.516
Transit,2021,1.5,,3.016148,,0.0
Transit,2014,,,4.6126736,,
Transit,2015,3.43,,3.484552,,0.27
Transit,2020,2.12827,,3.9846589,,
Transit,2014,1.712,,,,
Transit,2016,3.0,,30.86392,,0.0
Transit,2016,3.06,,175.13892,,0.0
Transit,2012,9.29,,143.2063518,,
Transit,2016,1.003,,,,
Transit,2016,1.857,,4.75793986,,
Radial Velocity,2014,,,2091.749385,,0.221479
Transit,2016,2.984,,,,
Transit,2016,,,7.8493124556,,
Transit,2016,1.27,,1.311555568,,
Transit,2014,4.77,,6.581478842,,0.0
Transit,2016,,,7.1930165947,,
Transit,2016,,,5.75321539,,
Transit,2013,2.73,,17.32417247,,
Microlensing,2023,,4.08,,,
Transit,2017,5.28,59.4,4.73401,2.22,0.18
Transit,2016,3.61,,148.4601819,,0.0
Transit,2016,11.3,,3.0038752,,0.0
Radial Velocity,2018,,,1827.0,,0.705
Transit,2014,2.09,,8.1874109,,0.0
Transit,2015,4.81,,8.36802,,
Transit,2018,1.1,,0.813143,,
Transit,2016,,,33.8677783,,
Transit,2016,2.3,,5.34264507,,
Transit,2018,7.28,,8.562421,,
Transit,2014,2.79,12.8,10.044,,
Transit,2014,1.674,,7.406106,,0.0
Transit,2016,3.58,,39.30941904,,0.0
Transit,2016,,,23.20582052,,
Transit,2014,1.68,,37.8658982,,0.0
Transit,2014,,,10.6875787099,,
Transit,2016,0.79,,3.50470358,,0.0
Transit,2014,2.053,,12.16281552,,
Transit,2010,2.49,2.0,46.6888,0.69,0.013
Transit,2016,,,9.47829613,,
Transit,2014,1.97,,33.0405635,,0.0
Transit,2013,,,54.41605504,,
Transit,2014,,,4.822969318,,
Transit,2016,1.25,,11.89520511,,0.0
Transit,2014,2.652,,,,
Transit,2021,2.92,,10.08746035,,0.0
Transit,2016,1.54,,21.67697486,,0.0
Transit,2016,1.03,,5.77721211,,0.0
Transit,2014,2.61,,21.963945,,
Radial Velocity,2009,,3909.2894061,1480.0,,0.77
Transit,2014,1.33,,10.39990194,,0.0
Transit,2017,12.498035,266.9772,20.273034,0.82,0.137
Transit,2020,,,16.364909,,
Transit,2014,1.78,,4.915387067,,0.0
Transit,2011,1.003,,19.57758478,,
Transit,2014,,,4.42535097,,
Transit,2016,2.42,,11.08507637,,0.0
Transit,2014,1.65,,3.336125104,,0.0
Transit,2014,2.33,,12.718092,,
Transit,2016,1.01,,6.83440674,,0.0
Transit,2020,3.02420941,,86.4945,,
Transit,2016,13.88,,3.855603551,,
Transit,2016,3.14,,6.029301321,,0.0
Transit,2016,,,11.89520436,,
Radial Velocity,2022,,1636.18063924,18144.76236,,0.138
Transit,2012,6.18,169.0,138.317,,0.0702
Transit,2016,,,6.57531657,,
Microlensing,2023,,3.54,,,
Transit,2017,,,2.71648416,,
Transit,2020,9.16894621,120.45696625,8.3249113,0.89,
Transit,2016,2.59,,56.35407916,,0.0
Eclipse Timing Variations,2009,,,10220.0,,0.39
Transit,2023,8.7,86.7,1.5227591,0.75,0.008
Transit,2014,,,8.187369804,,
Transit,2014,3.25,,11.00815926,,0.0
Transit,2016,2.3,,18.45847097,,0.0
Transit,2023,1.23,,4.096729,,0.0
Transit,2016,,,29.9631091244,,
Transit,2021,,,7.99144696,,
Transit,2016,1.41,,4.893489,,0.0
Transit,2018,16.58932,756.4354,1.6753728,0.31,
Transit,2014,4.0,,87.6476068,,0.0
Transit,2014,1.78,,38.2856338,,
Transit,2024,3.25485,,13.0791581,,
Transit,2018,2.82,,4.169836,,
Transit,2014,3.96,,,,
Transit,2017,12.55,,5.817649,,
Radial Velocity,2012,,,792.59998,,0.19
Transit,2012,,4.95,10.912741,1.81,
Transit,2021,2.11686218,,6.309219837,,
Transit,2014,,,10.68164811,,
Transit,2016,2.44,,30.99644,,0.0
Pulsar Timing,1992,,4.3,66.5419,,0.0186
Transit,2023,1.58,,6.50323791,,0.0
Transit,2016,2.95,,142.544247,,0.0
Transit,2016,0.69,,1.916944254,,0.0
Transit,2007,16.58932,419.5356,3.85298,,0.0
Transit,2014,2.63,,9.8482024,,
Transit,2009,13.4508,3635.9752,0.94145,,0.01
Transit,2009,,4.8,0.853585,,0.0
Transit,2014,15.8,158.91,3.585722,0.24,0.0
Transit,2018,2.19,,8.52695,,
Transit,2016,2.44,,7.96431492,,0.0
Transit,2014,,,4.302139338,,
Transit,2014,3.75,,28.08194365,,0.0
Transit,2014,,,6.002548291,,
Transit,2014,1.34,,9.93967857,,0.0
Transit,2018,1.0,,7.775,,
Transit,2016,2.5,,34.35173,,0.0
Transit,2021,,,3.660033,,0.03
Transit,2024,11.98240037,921.7023803,30.158577,2.95,0.745
Transit,2016,2.961,,,,
Transit,2014,2.25,,10.30065512,,0.0
Transit,2007,14.68379,603.55917,1.306187,1.05,
Transit,2014,2.95,,20.13488968,,
Transit,2023,1.39,,4.09666758,,0.0
Transit,2016,5.38,21.1,8.99218,0.74,0.0
Transit,2016,,,11.7229196299,,
Transit,2021,1.169,,13.7872576,,
Transit,2016,2.83,,12.43931193,,0.0
Transit,2016,1.917,,,,
Transit,2016,1.42,,7.56127224,,
Transit,2019,1.22,,3.80464,,
Transit,2020,11.5609626,188.15536,2.663416,0.72,0.012
Radial Velocity,2022,,572.0911326,14386.0,,0.77
Transit,2006,13.67498,380.76034,2.470621,,0.0
Transit,2014,1.4,,10.349678,,0.0
Transit,2016,1.77,,20.2641684,,0.0
Transit,2016,2.15,,58.6017925,,0.0
Transit,2013,2.79,,33.0063025,,0.0
Transit,2013,3.191,,,,
Transit,2014,2.63,,33.4160034,,0.0
Transit,2014,2.76,,17.2811521,,
Transit,2016,1.92,,10.35586478,,0.0
Microlensing,2020,,240.0,,,
Transit,2014,1.6,,2.586638081,,0.0
Transit,2016,1.95,,8.0472642,,0.0
Transit,2016,2.36,,45.1263042,,0.0
Transit,2013,,,9.6050273815,,
Transit,2021,1.56,,21.1033014,,0.0
Transit,2016,0.92,,5.34982412,,0.0
Transit,2016,,,3.7403251065,,
Radial Velocity,2019,,,22.6786,,0.12
Transit,2021,0.87,,12.7372371,,0.0
Transit,2014,0.84,,5.842,,
Transit,2014,1.46,,12.55109333,,0.0
Transit,2008,,,2.2437669,,
Transit,2016,,,13.47472742,,
Transit,2014,2.47,,20.0545077,,0.0
Transit,2016,2.18,,6.6717686,,
Transit,2024,3.99579,,15.3468182,,
Transit,2016,4.28,,8.600104109,,0.0
Transit,2023,1.992,5.72,4.884765,3.98,0.046
Transit,2021,0.86973029,,5.652450085,,
Transit,2016,,,68.8862194431,,
Transit,2014,2.83,,4.311779906,,
Microlensing,2022,,1166.43025369,,,
Transit,2014,,,10.68758769,,
Transit,2014,2.26,,6.312504,,0.0
Transit,2016,3.01,,37.94563,,0.0
Transit,2014,,,87.0912594,,
Transit,2014,2.51,19.1,47.904,,
Transit,2016,2.81,,17.44490636,,0.0
Transit,2014,1.92,,11.4761013,,
Transit,2016,1.93,,132.9955,,0.0
Transit,2016,0.87,,5.99273738,,
Transit,2016,2.89,,9.97683705,,0.0
Transit,2011,5.112,,14.85891269,0.992998,0.0
Transit,2023,2.56,7.8,10.75101,2.5,0.14
Transit,2016,,,3.7309171604,,
Transit,2019,2.59,7.1,3.9663,2.246,0.16
