discoverymethod,disc_year,pl_rade,pl_masse,pl_orbper,pl_dens,pl_orbeccen
Microlensing,2019,,730.0,,,
Transit,2021,1.75,,18.01167665,,0.0
Transit,2024,2.37611439,6.6,6.4003,2.66,0.0
Transit,2014,1.779,,76.0510651,,
Transit,2014,2.861,,,,
Microlensing,2019,,101.0,,,
Transit,2016,,,47.1607932,,
Microlensing,2022,,14.62010672,,,
Transit,2021,,,14.91095177,,
Transit,2014,1.394,,25.09852783,,
Transit,2016,3.427,,,,
Transit,2016,2.18,,8.50340718,,0.0
Transit,2011,,,1.4857109944,,
Transit,2016,35.34,,37.3228722,,0.0
Transit,2016,12.91,,3.24325988,,0.0
Transit,2016,5.2,,5.424749281,,0.0
Transit,2014,1.2,,11.131786,,
Transit,2016,4.11,,5.640677572,,0.0
Transit,2014,2.79,,13.1932092,,0.0
Transit,2014,,,20.13486027,,
Transit,2016,,,21.3001955336,,
Transit,2016,0.67,,5.24970432,,0.0
Transit,2014,2.4,,20.34234237,,0.0
Transit,2016,1.72,,47.449955,,
Transit,2016,2.03,,41.6980186,,0.0
Radial Velocity,2015,,,1842.0,,0.34
Transit,2016,1.13,,30.8609366,,0.0
Transit,2015,0.97,,6.80252171,,0.0
Transit,2014,3.9,2161.244,87.6451,,
Transit,2016,2.04,,0.927859821,,
Transit,2015,3.567,14.2,9.03055,1.72,0.01
Transit,2016,,,8.18504859,,
Transit,2016,,,23.44970494,,
Transit,2016,2.672,,,,
Radial Velocity,2006,,,6.8399,,0.225
Transit,2016,1.48,,1.2870749,,0.0
Imaging,2010,,,18000.0,,
Transit,2016,5.1,,5.90741476,,0.0
Transit,2016,,,214.881456,,
Transit,2014,1.78,,25.6613816,,0.0
Transit,2014,,,25.2627164758,,
Transit,2024,1.612,,1.273114,,
Radial Velocity,2000,,,2165.0,,0.3506
Transit,2016,1.21,,0.664073806,,
Transit,2021,1.06,,7.37862283,,0.0
Transit,2016,1.57,,15.604841,,0.0
Transit,2016,5.12,,18.009314436,,0.0
Transit,2011,,,13.28689997,,
Transit,2018,16.19697711,433.20011874,2.18053539,0.562,0.042
Transit,2016,4.07,,19.672324,,0.0
Transit,2020,3.07,,20.4904029,,0.0
Transit,2014,1.51,,9.18247194,,0.0
Transit Timing Variations,2014,2.49,,12.33090437,,0.0
Transit,2017,,,3.30984278,,
Transit,2016,1.33,,20.7056504,,
Transit,2016,2.77,,33.8786838,,0.0
Transit,2012,2.26,,8.01081478,,
Transit,2014,1.63,97.8,6.057,,
Transit,2012,2.117,,,,
Transit,2016,,,3.7649925,,
Radial Velocity,2008,,,499.4,,0.34
Transit,2016,1.78,,7.23400381,,0.0
Transit,2014,,,25.76263521,,
Radial Velocity,1999,15.24424,219.3027,3.52,,
Transit,2006,12.85,,2.470613385,,0.0
Transit,2014,,,25.56377836,,
Transit,2016,1.436,,,,
Transit,2021,1.92,,3.9245216,,0.0
Transit,2014,1.14,,3.61460279,,0.0
Radial Velocity,1996,,263.9785,14.65152,,0.0034
Transit,2014,,,18.8702125241,,
Transit,2016,4.627,,,,
Transit,2016,2.55,,81.3153052,,0.0
Transit,2021,1.88,,33.1364259,,0.0
Transit,2014,,,17.02902786,,
Transit,2014,,,4.54443059,,
Transit,2021,,,8.77997349,,
Transit,2015,4.20831932,,3.48455432425,,
Transit,2014,2.22,,39.6034,,0.0
Transit,2024,2.52777256,,7.49032706173,,
Transit,2016,0.87,,10.60052251,,0.0
Transit,2016,,,8.49640437,,
Transit,2016,2.53,,8.20023,,
Transit,2024,2.04924027,,16.33636652404,,
Transit,2014,2.11,,8.10363271,,0.0
Transit,2014,1.4,,4.580358,,
Transit,2016,1.51,,15.3787546,,0.0
Transit,2014,2.15,,26.6757054,,
Transit,2016,10.1248,,8.4071591,,
Transit,2014,,,3.6145709123,,
Transit,2020,,,134.4785189,,
Transit,2018,10.64,,141.24164672,,0.0
Transit,2016,14.68379,152.5584,,,0.22
Transit,2023,1.32,,3.5964055,,0.0
Radial Velocity,2003,,,62.206,,0.618
Transit,2016,1.7,,16.79713874,,0.0
Transit,2016,3.21,,210.630591,,0.0
Transit,2014,1.49,,4.26374847,,
Transit,2016,3.06,,8.70419416,,
Transit,2021,,,6.45441745,,
Transit,2016,2.66,,3.105508189,,0.0
Transit,2016,,,7.4672710454,,
Transit,2015,4.21,,11.90701,,0.0
Transit,2013,1.67,,,,
Transit,2016,2.92,,21.30022655,,0.0
Transit,2014,6.31,,135.49797,,0.0
Transit,2021,2.9,,109.444,,0.0
Transit,2014,,,51.07464191,,
Transit,2016,,,6.03321594,,
Transit,2016,1.93,,11.04603384,,0.0
Transit,2016,2.36,,4.301662003,,0.0
Transit,2016,2.15,,6.98541,,
Microlensing,2023,,403.64207689,,,
Transit,2016,4.241,,,,
Radial Velocity,2008,,,5.3978,,0.17
Transit,2008,,,1.742997,,
Transit,2016,2.19,,41.7084063,,0.0
Transit,2016,3.35,,47.9869119,,0.0
Transit,2013,12.57647635,435.42491759,1.35413379,1.20684,
Transit,2022,3.09094,,18.8500438,,
Transit,2016,1.47,,8.1934719,,0.0
Transit,2011,,1249.0719,,,0.411
Transit,2009,,,95.272725,,
Transit,2014,1.46,,14.4359459,,0.0
Radial Velocity,2007,,,141.6,,0.1
Transit,2009,,,3.54846566,,
Transit,2016,1.33,,4.421539,,0.0
Transit,2015,1.87,,7.62117,,
Transit,2021,,,76.421501,,
Transit,2016,2.16,,8.39846269,,0.0
Transit,2022,2.274,,6.393025,,
Transit,2016,,,6.77408984,,
Transit,2014,1.78,,34.9894475,,
Transit,2021,2.19,,56.5735997,,0.0
Transit,2021,,,197.51101621,,
Transit,2024,11.48920522,624.85064816,2.13570304,2.26,0.0
Transit,2016,8.99,,7.886632468,,0.0
Radial Velocity,2008,,1557.3591943,1040.0,,0.198
Transit,2016,,,8.23983041,,
Transit,2014,1.28,,4.26374847,,0.0
Transit,2014,,,8.0103929,,
Transit,2014,2.669,,,,
Transit,2014,3.23,,7.972513469,,0.0
Transit,2014,,,1.72086129,,
Radial Velocity,2008,,,322.03,,0.208
Microlensing,2024,,7.62788177,,,
Radial Velocity,2013,,,277.02,,0.106
Transit,2016,,,9.08233411,,
Radial Velocity,2015,,,24.4459,,0.17
Transit,2016,1.524,,0.631332353,,
Radial Velocity,2001,,,6.276,,0.14
Transit,2016,,,16.08518937,,
Transit,2015,1.462,,,,
Transit,2014,,,39.5968655022,,
Transit,2016,1.89,,40.989,,0.0
Transit,2016,1.23,,4.56380468,,
Transit,2016,,,85.27405516,,
Transit,2016,4.222,,,,
Transit,2016,1.73,,8.23984869,,
Transit,2016,9.68176,,16.2546802,,
Transit,2010,13.22662,,1.42002504,,
Transit,2016,2.29,,14.48585199,,
Transit,2016,,,1.9545438566,,
Radial Velocity,2007,,,4.6938,,0.2
Transit,2014,1.12,,14.6134781,,0.0
Transit,2016,1.7,,259.33683,,0.0
Microlensing,2016,,36.0,,,
Transit,2020,2.1,,24.93,,
Transit,2016,3.53,,,,
Transit,2016,2.35,,30.229104,,0.0
Transit,2014,2.64,,21.96399084,,0.0
Transit,2016,5.2,,3.57321,,0.0
Transit,2016,4.26,,8.57504983,,0.0
Transit,2010,8.878,77.547,3.922727,0.65,0.03
Transit,2014,2.33,,18.79418506,,0.0
Radial Velocity,2020,,,1088.0,,0.28
Transit,2014,11.54527,133.4886,125.865,,
Transit,2007,,,2.51994639,,
Transit,2016,1.9,,27.07259,,0.0
Transit,2011,,,1.76358803,,0.00016
Transit,2016,2.79,,10.37168453,,0.0
Transit,2016,1.61,,3.00725242,,0.0
Transit,2014,3.36,,51.075756,,0.0
Transit,2014,2.71,,25.762294,,
Transit,2016,3.402,,7.256965224,,
Transit,2014,3.75,,7.21204152,,
Transit,2014,4.47,,96.105471,,
Transit,2016,1.65,,2.437033302,,
Transit,2016,2.2,,25.2033,,0.0
Radial Velocity,2012,,,2266.4,,0.054
Radial Velocity,2016,,222.481,4.927,,
Transit,2014,,,6.9198356967,,
Microlensing,2022,,1773.48251106,,,
Transit,2021,4.52,,148.2722671,,0.0
Transit,2024,12.9239,,2.4993895,,
Transit,2016,1.97,,8.30864937,,0.0
Transit,2016,,,1.8098806,,
Transit,2019,15.91629987,,3.40915679219,,
Transit,2016,3.07,,23.58914398,,0.0
Transit,2023,2.91,1112.3994245,91.68278,,0.21
Transit,2014,,,17.79001678,,
Transit,2018,0.86,,0.57023,,
Transit,2013,,,10.4236368844,,
Transit,2016,1.47,,13.93290318,,
Transit,2016,,,9.997457174,,
Transit,2016,2.13,,71.4517775,,
Transit,2016,2.22,,23.9109011,,
Transit,2020,,,3.89524296,,
Radial Velocity,2016,,762.7881768,417.0,,0.11
Transit,2014,1.56,,2.566575,,0.0
Transit,2014,1.61,,19.7383992,,0.0
Transit,2017,18.7958,,4.6117328,,
Transit,2012,1.97,,7.13294363,,0.0
Transit,2016,1.11,,4.24261881,,0.0
Transit,2014,,,45.3485076833,,
Transit,2016,1.46,,1.411229847,,
Transit,2014,0.81,,13.0600422,,0.0
Transit,2014,2.14,,36.4451982,,
Transit,2016,2.29,,37.8144514,,0.0
Transit,2014,,,18.7959302794,,
Transit,2020,1.753,,3.20539833,,
Radial Velocity,2021,,2151.69831539,2675.57603,,0.118
Transit,2016,2.3,,13.02363236,,0.0
Transit,2014,,,7.38443269,,
Transit,2016,2.5,,21.8635301,,0.0
Transit,2016,,,210.629454975,,
Transit,2023,12.28504285,731.0053361,56.39879,2.17,0.7471
Transit,2014,,,41.8085031,,
Transit,2014,,,12.69105879,,
Transit Timing Variations,2014,1.71,3.5,4.7,,
Transit,2014,1.51,,21.86965714,,0.0
Transit,2019,,,0.8820585,,
Transit,2016,,,5.26341679,,
Transit,2016,,,20.5498079,,
Transit,2016,2.98,,24.3397804,,0.0
Transit,2021,,,6.8873113,,
Transit,2021,,,10.27532513,,
Transit,2013,3.34,,8.29087418,,0.0
Microlensing,2021,,240.0,,,
Transit,2014,2.23,,14.40094471,,0.0
Transit,2020,,,14.83340944,,
Transit,2014,,,2.57657133,,
Transit,2024,12.3972,,3.6015056,,
Transit,2016,2.14,,8.49640437,,0.0
Transit,2014,1.56,,2.56659092,,0.0
Orbital Brightness Modulation,2013,13.67,,1.544928883,,0.0
Transit,2014,2.57,,17.32668599,,0.0
Radial Velocity,2002,,1446.11925185,1393.0,,0.178
Transit,2017,9.12,,5.185754,,0.22
Transit,2021,3.12,,10.275394,,0.0
Radial Velocity,2003,,,2520.0,,0.38
Transit,2021,1.58905126,,0.47028007492,,
Transit,2016,,,84.6877524,,
Transit,2016,5.36,,49.7701438,,0.0
Transit,2017,15.0953,,7.8728936787,,
Microlensing,2020,,130.0,,,
Transit,2014,,,4.2245513231,,
Transit,2016,1.15,,9.7843,,
Transit,2014,2.51,,17.23231686,,0.0
Transit,2016,1.39,,4.510142,,0.0
Microlensing,2022,,6674.396547,,,
Transit,2014,2.58,,13.72699,,0.04
Transit,2016,,,27.5722144,,
Pulsation Timing Variations,2016,,,840.0,,0.15
Transit,2024,2.467,,6.400316483,,
Transit,2013,9.51,,114.7363519,,0.0
Transit,2014,3.03,,36.2761238,,0.0
Transit,2016,5.04,,14.55731705,,0.0
Transit,2016,,,44.6171038802,,
Transit,2020,14.414774,375.0394,2.0845435,0.686,0.0
Transit,2016,,,104.3519624,,
Transit,2021,1.97,,1.952710064,,0.0
Microlensing,2024,,13666.621501,,,
Imaging,2020,,6928.6592726,,,
Transit,2016,3.4,,16.92342126,,0.0
Transit,2012,1.486,,13.84984283,,
Transit,2021,1.27,,20.6579443,,0.0
Transit,2023,0.69,,1.992812282,,0.0
Transit,2014,4.6,4.8,19.72567,0.28,0.051
Transit,2014,,,20.30303506,,
Transit,2011,2.62,,77.6115987,,0.0
Transit,2014,2.221,,11.9320869,,
Transit,2023,2.15,,92.7296775,,0.0
Transit,2018,3.24925008,,17.355066,,
Transit,2016,1.36,,2.747128,,
Radial Velocity,2009,,,123.01,,0.35
Radial Velocity,2020,,,12.458,,0.12
Transit,2021,1.02,,3.82222231,,0.0
Transit,2021,0.64,,6.88729828,,
Transit,2016,1.633,,,,
Transit,2016,0.95,,7.63861,,0.0
Transit,2016,2.9,,3.60147201,,0.0
Transit,2014,13.62377318,,4.0872956,,
Transit,2012,2.71,,7.203794,,0.0
Transit,2016,1.22,,4.76703963,,0.0
Transit,2016,3.79,,13.33877,,
Transit,2023,1.22,,0.766691517,,0.0
Radial Velocity,2005,12.901559,365.5045,2.21857578,1.004,
Transit,2016,2.41,,24.4002549,,
Transit,2016,3.57,,10.00652995,,0.0
Transit,2016,1.48,,0.962867382,,0.0
Transit,2016,3.15,,386.370548,,0.0
Transit,2016,3.64,,18.68404933,,0.0
Transit,2014,,,9.38740646,,
Transit,2016,,,6.1178910941,,
Transit,2017,4.786,,21.05603,,
Transit,2021,1.06,,41.8673672,,0.0
Transit,2014,2.38,,10.139623,,
Orbital Brightness Modulation,2013,14.01125,635.66,1.5449287,1.26,0.078
Transit,2016,,,18.92537246,,
Transit,2016,1.527,,,,
Transit,2023,,,225.1064,,
Transit,2016,2.16,,7.97419807,,0.0
Transit,2013,1.43,,15.08960174,,0.0
Radial Velocity,2023,,762.7881768,3274.0,,0.03
Transit,2016,1.27,,7.44142113,,
Transit,2014,2.8,,35.6756,,0.0
Transit,2021,1.76,,4.09577947,,0.0
Radial Velocity,2003,,,937.7,,0.23
Transit,2021,1.1,,1.480311,,0.0
Transit,2014,1.38,,5.21231585,,
Transit,2012,1.697,,,,
Transit,2021,,,5.720841,,
Transit,2016,1.69,,2.243381847,,
Transit,2014,1.69,,19.26930046,,
Transit,2011,2.08,,8.75245953,,
Transit,2014,1.97,,3.354,,
Transit,2012,1.04,,2.896029,,
Transit,2014,1.24,,15.368,,
Transit,2014,1.6,,8.411,,
Transit,2016,1.83,,5.132485618,,
Transit,2016,2.52,,4.4968604,,
Transit,2012,0.81,,12.072,,
Transit,2014,2.22,,28.463,,
Transit,2014,2.31,,28.46462622,,
Transit,2014,1.842,,,,
Transit,2014,1.7,,13.96948245,,0.0
Transit,2015,1.63,,101.1114976,,
Transit,2015,1.47,,101.1114976,,0.0
Transit,2014,1.02,,129.94188177,,
Transit,2016,,,49.2765566,,
Transit,2016,1.23,,4.48558383,,
Transit,2016,1.836,,,,
Transit,2016,2.56,,31.6978,,
Transit,2011,2.02,7.7,8.752,,
Transit,2011,1.94,,8.752,,
Transit,2021,0.92,,7.71792296,,0.0
Transit,2014,,,3.35373823,,
Transit,2009,19.5,156.0,3.7354417,0.122,0.129
Transit,2009,20.96083,247.9074,3.73543,,0.0
Transit,2014,1.32,,45.9027566,,0.0
Transit,2016,,,14.5566415112,,
Transit,2014,1.44,,4.93883135,,0.0
Transit,2012,11.52852644,,7.91926045275,,
Transit,2021,1.93,,40.03252,,0.0
Transit,2016,2.93,,5.0689232,,
Transit,2016,2.3,,2.260435,,0.13
Radial Velocity,2000,,,325.0,,0.35
Transit,2014,2.11,,46.827714,,0.0
Radial Velocity,2016,,,232.08,,0.163
Transit,2016,,,0.693842661,,
Transit,2014,2.7,,25.75101,,0.0
Transit,2016,5.27,,35.61760587,,
Transit,2010,,,10.3385358,,
Transit,2016,,,7.0257381175,,
Transit,2016,9.4,,341.0,,0.0
Transit,2011,1.638,2.56,7.1,3.18687,0.017
Transit,2011,15.210613,611.82275,1.3273466,0.955,0.063
Transit,2014,1.88,,18.735753,,
Transit,2014,2.55,,5.349553819,,0.0
Transit,2023,5.64400005,,5.05821991,,
Transit,2021,1.81,,1.60932168,,0.0
Transit,2015,15.838317,587.9855,2.465295,,0.0
Transit,2021,,,6.15828666,,
Transit,2012,,,3.33268054,,
Transit,2014,1.59,,10.10463142,,0.0
Transit,2016,3.375,,21.30022655,,
Transit,2014,0.927,,25.2099845,,
Transit,2014,,,4.0872856,,
Transit,2016,3.47,,3.609308907,,0.0
Transit,2016,1.8,,16.4735686,,0.0
Transit,2014,2.51,,17.23231686,,0.0
Transit,2016,0.95,,3.98955,,0.0
Transit,2016,2.86,,70.9674603,,0.0
Transit,2022,4.3,,4.2881785,,0.12
Transit,2007,11.690987,269.20201,2.15222144,0.994,
Transit,2016,1.632,,2.714077555,,
Radial Velocity,2009,,,4.3115,,0.168
Transit,2016,3.64,,18.68405716,,0.0
Radial Velocity,2006,,,594.9,,0.151
Transit,2016,0.75,,6.28385491,,0.0
Transit,2021,1.31946731,,8.277440071,,
Radial Velocity,2008,,254.2627256,3610.0,,0.069
Transit,2014,3791.05,,32.62882975,,0.0
Transit,2016,21.18501,167.49641,2.6054552,0.096,0.304
Transit,2016,2.81,,42.3004954,,
Transit,2016,1.95,,15.6049212,,0.0
Microlensing,2023,,82.63538582,,,
Transit,2016,,,44.9306143925,,
Transit,2016,1.58,,13.53996,,0.0
Transit,2021,2.10886389,,16.27284,,
Transit,2014,1.0,,5.188563677,,0.0
Microlensing,2023,,555.24622703,,,
Transit,2016,1.8,,9.11513,,0.0
Transit,2020,2.21,,169.135056,,0.0
Transit,2021,2.84818,,10.6953083,,
Radial Velocity,2025,,,1.43263,,0.0
Transit,2020,2.63,,17.60460628,,0.0
Transit,2014,,,3.94105221,,
Transit,2014,,,14.4359459,,
Transit,2010,13.339,180.202,3.652836,0.42,0.032
Transit,2016,1.8,,4.880861,,0.0
Transit,2016,14.821,,,,
Transit,2016,1.22,,3.97599768,,0.0
Transit,2012,1.42,,2.896013787,,
Transit,2014,1.859,,,,
Transit,2014,1.84,,23.97159958,,
Transit,2014,,,5.5242177689,,
Transit,2016,2.33,,196.436796,,0.0
Transit,2021,2.03,,3.606941526,,0.0
Transit,2021,1.82,,16.4581861,,0.0
Transit,2016,,,19.597317,,
Microlensing,2024,,2116.73719062,,,
Transit,2016,2.2,,13.0313945,,0.0
Transit,2014,1.774,,,,
Transit,2014,2.242,,16.08786478,,
Transit,2016,3.35,,35.622233,,
Transit,2014,2.642,,,,
Transit,2016,3.119,,,,
Transit,2016,2.28,,6.5100253,,
Imaging,2008,,3000.0,,,
Transit,2016,,,28.26727385,,
Radial Velocity,2020,,,1403.0,,0.41
Transit,2014,2.36,,18.99850923,,0.0
Transit,2016,1.08,,27.4785572,,0.0
Transit,2012,2.35,69.8,42.126,,
Transit,2011,9.8,,21.087174,,0.0
Microlensing,2024,,120.77479466,,,
Transit,2016,0.63,,31.8055128,,0.0
Transit,2016,,,58.36206265,,
Transit,2016,2.2,,40.5286413,,0.0
Transit,2014,3.6,,2.422084448,,0.0
Transit,2014,2.07,,91.77221,,
Transit,2016,1.64,,1.216997663,,
Transit,2021,,,1.025857984,,
Transit,2014,,,9.5766639359,,
Transit,2016,,,150.240510938,,
Transit,2012,2.63,,10.91274807,,0.0
Transit,2021,,,52.6095103,,
Transit,2014,,,20.68426877,,
Transit,2016,,,16.85983142,,
Radial Velocity,2003,,,21.998,,0.17
Transit,2014,2.303,,8.1874109,,
Transit,2016,3.37,,7.834427877,,0.0
Transit,2014,,,38.2856338,,
Transit,2014,,,17.28116957,,
Transit,2020,,,62.5613879,,
Transit,2021,1.74,,13.7872576,,0.0
Radial Velocity,2005,,,2.218575143,,
Transit,2018,,,2.85188338,,
Radial Velocity,2000,,,14.3093,,0.248
Transit,2014,1.56,,4.72674037,,0.0
Microlensing,2018,,,,,
Transit,2016,3.025,,,,
Transit,2016,2.24,,82.175197,,0.0
Transit,2014,1.22,,9.38742889,,0.0
Transit,2024,2.39,,5.748433803,,
Transit,2016,,,4.48494315,,
Transit,2016,2.198,,16.78176602,,
Transit,2016,1.777,,,,
Transit,2014,1.45,,7.62634063,,0.0
Transit,2016,2.3,,30.4549136,,0.0
Transit,2016,,,18.47762694,,
Transit,2016,2.19,,28.86235584,,0.0
Transit,2014,3.58,,30.1329303,,
Transit,2016,1.63,,4.336429331,,0.0
Transit,2015,1.61,,101.1107014,,0.0
Transit,2014,1.06,,129.94577,,0.0
Transit,2014,1.52,,23.08901839,,0.0
Transit,2014,1.52,,23.08901839,,0.0
Transit,2012,0.91,,0.74295972,,
Transit,2012,0.866,,,,
Transit,2012,,969.228,0.74295791,1.5,
Transit,2023,1.4,,20.6181066,,0.0
Transit,2023,,,20.61811848,,
Transit,2016,2.4,,2.226491086,,
Transit,2015,1.899,,,,
Transit,2014,2.17,,3.340219,,0.0
Transit,2016,2.14,,8.114379,,0.0
Transit,2016,1.93,,49.27668,,
Transit,2016,1.909,,,,
Transit,2016,,,49.2768448,,
Transit,2014,1.39,,2.755637103,,
Transit,2014,1.17,,2.755637103,,0.0
Transit,2016,2.207,,,,
Transit,2016,2.24,,56.06,,
Transit,2021,1.37,,4.57699384,,0.0
Transit,2012,1.38,,8.011,,
Transit,2012,2.33,,8.01081478,,0.0
Transit,2012,2.09,,8.010944,,0.0
Transit,2014,1.394,,,,
Transit,2014,,,7.11373257,,
Transit,2021,,,64.61722273,,
Transit,2014,3.19,,5.996553,,
Transit,2016,,,116.33178505,,
Transit,2016,1.545,,,,
Transit,2018,3.63,,39.7268,,
Transit,2022,4.627,,12.51937,,0.016
Transit,2016,,,16.2254975,,
Transit,2021,,,7.6746614,,
Transit,2014,,,6.19547175,,
Transit,2016,2.53,,144.547396,,
Transit,2014,2.21,,51.0802,,0.0
Transit,2010,,,19.24628649,,
Transit,2013,,,3.00515592,,
Transit,2008,16.421185,571.77617,2.2047304,0.712,
Transit,2021,3.0,,39.75062,,0.0
Transit,2016,3.5,,105.6551369,,0.0
Transit,2014,,,25.7460925905,,
Transit,2014,1.478,4.66,4.72673978,7.93,0.0
Microlensing,2022,,2.81,,,
Transit,2021,3.69441587,55.0,21.015327,6.0,0.0
Transit,2016,10.135,,1071.2319346,,
Transit,2021,,,1.9771642,,
Transit,2014,3.52,,4.138553,,0.0
Transit,2017,0.64,,0.179719,,
Transit,2016,2.18,,21.67697486,,
Transit,2014,,,2.9365322724,,
Transit,2021,1.94,,9.76293284,,0.0
Transit,2016,1.88,,8.79617863,,0.0
Transit,2021,1.54732469,,4.950610161,,
Transit,2021,2.96787013,,36.556251,,
Transit,2016,1.95,,7.97083,,0.0
Transit,2014,0.73,,4.0814148,,0.0
Transit,2016,5.07965,,6.7713411,,
Transit,2014,1.71,,14.383035,,
Transit,2021,1.47199944,,2.355750084,,
Transit,2019,1.18,,8.0468,,
Transit,2016,,,10.71253475,,
Transit,2013,1.638,,3.743175556,7.217763,0.0
Transit,2014,,,157.065115678,,
Transit,2016,2.92,,21.30022655,,0.0
Transit,2020,,,3.44473,,
Transit,2016,0.59,,0.849907889,,0.0
Transit,2014,1.45,,13.0607936,,0.0
Transit,2016,2.13,,44.96417488,,
Radial Velocity,1998,,845.3,61.087,,0.0368
Transit,2017,12.01577663,,1.80537598368,,
Transit,2022,4.5947,,3.3159772,,
Transit,2016,3.19,,6.33855761,,0.0
Transit,2016,1.11,,1.434779,,0.0
Transit,2021,3.15,,35.59743,,0.0
Transit,2014,2.87,,5.96040108,,0.0
Transit,2014,5.8,,4.6627227,,0.0
Transit,2016,,,13.22177501,,
Transit,2017,5.81,,4.73363,,
Transit,2021,2.56,,40.80957622,,0.0
Transit,2016,15.681391,215.80657,4.1662739,0.308,
Transit,2019,18.37017356,,5.61077370946,,
Microlensing,2012,,480.0,,,
Transit,2016,1.43,,1.499146953,,0.0
Transit,2016,0.84,,4.13827595,,0.0
Transit,2016,2.09,,16.5860329,,0.0
Transit,2011,3.66,,31.78476785,,0.0
Transit,2014,,,35.1184432,,
Transit,2018,2.51267885,,5.172191,,
Transit,2014,1.58,,4.263756,,0.0
Transit,2021,1.513,,3.7572999,,
Radial Velocity,2005,,,2462.0,,0.348
Transit,2016,1.66,,66.5579057,,0.0
Transit,2016,2.98,,364.758031,,0.0
Transit,2016,3.313,,,,
Transit,2014,1.45,,14.5123099,,0.0
Transit,2018,1.23,,5.6315915,,
Transit,2021,2.29,,39.6766071,,0.0
Transit,2013,,,17.81594735,,
Transit,2016,3.036,,172.7049784,,
Transit,2016,1.73,,12.27065865,,0.0
Transit,2016,,,4.04978035,,
Transit,2016,10.2,,324.0,,
Transit,2016,15.46842,479.9233,5.215357,0.773,
Transit,2016,,,5.2153571,,
Transit,2020,,,8.803843,,
Transit,2016,,,13.32381364,,
Transit,2016,1.968,,,,
Transit,2016,2.0,,11.41928253,,
Transit,2014,2.63,,4.164,,
Transit,2016,1.54,,,,
Transit,2016,,,3.517494725,,
Transit,2014,2.14,,20.0599308,,
Transit,2014,2.18,,20.06037454,,
Transit,2016,1.42,,,,
Transit,2014,1.06,,3.88677934,,
Transit,2014,1.05,,3.886789356,,0.0
Transit,2014,1.33,,15.36812973,,
Transit,2017,0.96,,1.53818001,,0.01
Transit,2017,,,1.53817991,,
Transit,2021,1.39109603,,4.043540001,,
Transit,2016,1.635,,,,
Transit,2016,1.44,,4.194496514,,0.0
Transit,2016,,,1.151166776,,
Transit,2021,1.01,,8.84786839,,0.0
Transit,2016,,,5.94564846,,
Transit,2014,0.71,0.5,10.312,,
Transit,2014,0.58,,10.31320643,,0.0
Transit,2014,1.39,,22.407,,
Transit,2014,1.34,,22.40777444,,
Transit,2014,1.25,,34.9894475,,0.0
Transit,2016,0.52,,2.104338119,,0.0
Transit,2014,1.519,,,,
Transit,2014,1.96,,36.44516433,,
Transit,2014,1.8,,36.4451982,,0.0
Transit,2016,1.28,,2.164570968,,0.0
Transit,2016,1.28,,2.164570968,,0.0
Transit,2016,1.28,,2.164570968,,0.0
Transit,2014,1.97,,10.065186,,0.0
Transit,2014,1.49,,8.296,,
Transit,2014,2.127,,,,
Transit,2014,1.8,,8.3,,
Transit,2016,,,12.28566963,,
Transit,2014,0.85,,5.77442209,,0.0
Transit,2014,2.1,,6.87749137,,
Transit,2014,1.07,,5.795,,
Transit,2014,,,5.2123255561,,
Transit,2014,1.04,,5.21230171,,0.0
Microlensing,2022,,46.0,,,
Microlensing,2004,,830.0,,,
Microlensing,2022,,60.38739733,,,
Transit Timing Variations,2014,,,12.2094828,,
Transit,2016,2.21,,17.67168,,0.0
Transit,2014,3.11,,23.637604,,
Transit,2014,1.34,,6.82778157,,0.0
Microlensing,2022,,6.4,,,
Transit,2016,,,54.5091549,,
Transit,2014,,,2.1846688,,
Radial Velocity,2006,,,2.1375,,0.008
Transit,2022,2.55946293,,22.8909855,,
Transit,2014,2.917,,,,
Transit,2016,1.96,,92.263714,,0.0
Transit,2014,1.92,,6.73893995,,
Transit,2014,4.16,,140.10394,,0.0
Transit,2016,1.18,,16.2950903,,0.0
Transit,2016,10.42437,317.83,5.748145,1.6,0.096
Transit,2014,2.88,,12.7983174,,0.0
Transit,2016,,,50.28635977,,
Transit,2020,,1.48,12.38605,6.9,
Transit,2014,1.39,,3.13295351,,0.0
Transit,2016,,,4.8538404,,
Transit,2014,1.95,8.8,20.303,,
Transit,2021,1.99802983,,4.48913668478,,
Transit,2016,7.31,,4.147021189,,0.0
Radial Velocity,2009,,,1056.7,,0.014
Transit,2016,2.92,,59.4969009,,0.0
Transit,2020,1.939,,7.053936122,,
Transit,2014,4.12,,13.19721496,,0.0
Transit,2016,,,17.42115972,,
Radial Velocity,2014,,,1053.2,,0.09
Transit,2014,2.57,,7.0556671,,0.0
Microlensing,2019,,200.0,,,
Transit,2014,3.9,,49.18431,,0.0
Transit,2014,2.44,,12.69902995,,0.0
Transit,2018,15.46842,174.8065,3.840401,0.28,0.0
Transit,2014,3.155,,105.3585964,,
Transit,2016,1.66,,3.17060005,,0.0
Radial Velocity,2016,,,13.481,,0.05
Transit,2014,2.36,,18.99850923,,0.0
Transit,2013,2.7,3.9,13.084,1.1,
Transit,2017,,,1.291626,,
Transit,2014,,,3.2828024,,
Transit,2016,2.56,,38.6715075,,0.0
Transit,2016,1.841,,4.08899022,,
Transit,2016,2.31,,33.8677783,,0.0
